DateTime,Pair,ClosedPosROI,ClosedPosCnt,TradeCnt,InPosCapital,InPosROI0,InPosROI1,ROI
15-02-20 15:59:55,CNX_BHI,0.00,0,0,7198.35,-0.47,1.18,0.37
15-02-20 16:00:00,EZA_EWH,0.00,0,0,0.00,0.00,0.00,0.00
15-02-20 15:59:55,ACC_BIP,0.00,0,0,6492.88,0.74,-1.62,-0.49
15-02-20 15:59:45,TAL_CGI,0.00,0,0,6831.93,0.75,0.78,0.77
15-02-20 15:59:45,IILG_FLY,0.00,0,0,7077.12,0.04,3.74,1.83
15-02-20 15:59:55,BID_FOSL,0.00,0,0,5935.30,-1.34,0.24,-0.66
15-02-23 15:59:55,CRH_MLM,0.00,0,0,7139.44,-0.53,-0.12,-0.31
15-02-23 15:59:55,PPS_TITN,0.00,0,0,6781.74,0.86,6.11,3.61
15-02-23 15:59:55,MSCC_PRGS,0.00,0,0,6888.24,0.35,-0.37,0.01
15-02-23 15:59:55,PMCS_SPIL,0.00,0,0,0.00,0.00,0.00,0.00
15-02-23 15:59:55,AZPN_MXIM,0.00,0,0,6433.79,-1.46,0.40,-0.47
15-02-23 15:59:55,IHF_USPH,0.00,0,2,6236.75,-0.51,0.66,0.06
15-02-23 15:59:55,NX_IR,0.00,0,0,0.00,0.00,0.00,0.00
15-02-23 16:00:00,CEB_GPX,0.00,0,0,6618.80,0.62,-4.29,-1.70
15-02-23 15:59:55,CNX_BHI,0.00,0,0,7137.25,-1.36,0.96,-0.18
15-02-23 16:00:00,EZA_EWH,0.00,0,0,0.00,0.00,0.00,0.00
15-02-23 15:59:55,ACC_BIP,0.00,0,0,6562.46,0.52,-0.22,0.13
15-02-23 15:59:55,TAL_CGI,0.00,0,0,6834.45,0.45,-2.04,-0.87
15-02-23 15:59:45,IILG_FLY,-0.41,1,2,0.00,0.00,0.00,-0.41
15-02-23 15:59:55,BID_FOSL,0.00,0,0,5987.63,0.22,1.12,0.60
15-02-24 15:59:55,CRH_MLM,0.00,0,0,7127.58,0.11,0.10,0.11
15-02-24 15:59:55,PPS_TITN,0.00,0,0,6597.92,-2.66,0.07,-1.28
15-02-24 15:59:55,MSCC_PRGS,0.00,0,0,6864.68,-1.48,0.62,-0.48
15-02-24 15:59:55,PMCS_SPIL,0.00,0,0,0.00,0.00,0.00,0.00
15-02-24 15:59:55,AZPN_MXIM,0.00,0,0,6379.34,0.70,-0.87,-0.14
15-02-24 15:59:55,IHF_USPH,0.00,0,0,6287.00,0.56,-1.72,-0.56
15-02-24 15:59:55,NX_IR,0.00,0,0,0.00,0.00,0.00,0.00
15-02-24 16:00:00,CEB_GPX,-2.44,1,2,0.00,0.00,0.00,-2.44
15-02-24 15:59:55,CNX_BHI,0.00,0,0,7053.80,3.00,-0.21,1.37
15-02-24 16:00:00,EZA_EWH,0.00,0,2,6309.97,0.23,-0.37,-0.07
15-02-24 15:59:55,ACC_BIP,0.00,0,0,6587.86,-1.86,-1.01,-1.42
15-02-24 15:59:55,TAL_CGI,0.00,0,0,6922.15,0.74,-2.35,-0.91
15-02-24 15:59:55,IILG_FLY,0.00,0,0,0.00,0.00,0.00,0.00
15-02-24 15:59:55,BID_FOSL,0.00,0,0,6014.29,-0.00,-0.84,-0.36
15-02-25 15:59:55,CRH_MLM,0.00,0,0,7128.74,-0.11,0.59,0.26
15-02-25 15:59:55,PPS_TITN,0.00,0,0,6516.30,0.39,0.57,0.48
15-02-25 15:59:50,MSCC_PRGS,0.00,0,0,6940.80,1.27,-0.51,0.43
15-02-25 15:59:55,PMCS_SPIL,0.00,0,0,0.00,0.00,0.00,0.00
15-02-25 15:59:55,AZPN_MXIM,0.00,0,0,6428.29,1.47,0.86,1.14
15-02-25 16:00:00,IHF_USPH,0.00,0,0,6220.50,0.32,0.88,0.60
15-02-25 15:59:55,NX_IR,0.00,0,0,0.00,0.00,0.00,0.00
15-02-25 15:59:50,CEB_GPX,0.00,0,2,6538.10,-0.63,4.17,1.84
15-02-25 15:59:55,CNX_BHI,0.00,0,0,7164.07,-0.12,-1.06,-0.59
15-02-25 16:00:00,EZA_EWH,0.00,0,0,6291.33,0.57,-0.50,0.04
15-02-25 15:59:55,ACC_BIP,0.00,0,0,6565.10,-0.41,-0.20,-0.30
15-02-25 15:59:55,TAL_CGI,0.00,0,0,7032.64,0.14,0.34,0.25
15-02-25 15:59:45,IILG_FLY,0.00,0,0,0.00,0.00,0.00,0.00
15-02-25 15:59:55,BID_FOSL,0.00,0,0,5992.69,1.57,-0.01,0.89
15-02-26 15:59:55,CRH_MLM,0.00,0,0,7105.54,-0.56,0.64,0.06
15-02-26 15:59:55,PPS_TITN,0.00,0,0,6505.38,-1.37,-2.08,-1.73
15-02-26 15:59:45,MSCC_PRGS,0.00,0,0,6878.72,-2.19,0.92,-0.71
15-02-26 15:59:55,PMCS_SPIL,0.00,0,0,0.00,0.00,0.00,0.00
15-02-26 15:59:55,AZPN_MXIM,0.00,0,0,6445.01,-1.30,-0.06,-0.64
15-02-26 15:59:30,IHF_USPH,1.09,1,2,0.00,0.00,0.00,1.09
15-02-26 15:59:55,NX_IR,0.00,0,0,0.00,0.00,0.00,0.00
15-02-26 15:59:55,CEB_GPX,0.00,0,0,6376.40,0.14,-0.92,-0.40
15-02-26 15:59:55,CNX_BHI,0.00,0,0,7199.04,-5.91,1.84,-2.01
15-02-26 16:00:00,EZA_EWH,0.00,0,0,6258.58,0.81,0.14,0.48
15-02-26 16:00:00,ACC_BIP,0.00,0,0,6558.56,-1.28,0.31,-0.44
15-02-26 15:59:50,TAL_CGI,0.00,0,0,7023.06,0.54,0.15,0.33
15-02-26 15:59:50,IILG_FLY,0.00,0,0,0.00,0.00,0.00,0.00
15-02-26 15:59:55,BID_FOSL,0.00,0,0,5939.09,-0.23,-0.05,-0.15
15-02-27 15:59:55,CRH_MLM,0.00,0,0,7062.78,0.46,-0.59,-0.09
15-02-27 15:59:55,PPS_TITN,0.00,0,0,6530.16,1.10,-1.41,-0.20
15-02-27 15:59:55,MSCC_PRGS,0.00,0,0,6993.44,-1.29,-0.62,-0.97
15-02-27 15:59:55,PMCS_SPIL,0.00,0,0,0.00,0.00,0.00,0.00
15-02-27 15:59:55,AZPN_MXIM,0.00,0,0,6406.95,-0.64,0.32,-0.13
15-02-27 15:59:55,IHF_USPH,0.00,0,2,6422.16,0.06,0.40,0.23
15-02-27 15:59:55,NX_IR,0.00,0,0,0.00,0.00,0.00,0.00
15-02-27 15:59:55,CEB_GPX,0.00,0,0,6411.40,0.15,1.38,0.78
15-02-27 15:59:55,CNX_BHI,0.00,0,0,6921.70,-0.80,-0.02,-0.40
15-02-27 16:00:00,EZA_EWH,1.01,1,2,0.00,0.00,0.00,1.01
15-02-27 15:59:55,ACC_BIP,0.00,0,0,6505.66,0.10,0.48,0.30
15-02-27 15:59:55,TAL_CGI,0.00,0,0,7037.93,-1.69,1.06,-0.22
15-02-27 15:59:50,IILG_FLY,0.00,0,0,0.00,0.00,0.00,0.00
15-02-27 15:59:55,BID_FOSL,0.00,0,0,5944.05,-0.14,0.80,0.27
15-03-02 15:59:55,CRH_MLM,0.00,0,0,7097.78,-0.42,-0.67,-0.55
15-03-02 15:59:55,PPS_TITN,0.00,0,0,6616.68,0.40,-3.47,-1.60
15-03-02 15:59:55,MSCC_PRGS,0.00,0,0,7020.64,-3.35,0.66,-1.48
15-03-02 15:59:55,PMCS_SPIL,0.00,0,0,0.00,0.00,0.00,0.00
15-03-02 15:59:55,AZPN_MXIM,0.00,0,0,6377.80,-0.75,-3.43,-2.18
15-03-02 16:00:00,IHF_USPH,0.00,0,0,6402.64,0.56,-1.44,-0.45
15-03-02 16:00:00,NX_IR,0.00,0,0,0.00,0.00,0.00,0.00
15-03-02 15:59:55,CEB_GPX,0.00,0,0,6340.50,2.43,-1.57,0.40
15-03-02 15:59:55,CNX_BHI,0.00,0,0,6911.87,-2.24,-0.06,-1.12
15-03-02 16:00:00,EZA_EWH,0.00,0,2,6404.46,0.14,-0.31,-0.09
15-03-02 15:59:55,ACC_BIP,0.00,0,0,6508.18,0.34,0.02,0.17
15-03-02 15:59:55,TAL_CGI,0.00,0,0,6940.71,0.38,0.84,0.63
15-03-02 15:59:50,IILG_FLY,0.00,0,0,0.00,0.00,0.00,0.00
15-03-02 15:59:55,BID_FOSL,0.00,0,0,5964.45,1.37,0.67,1.07
15-03-03 15:59:55,CRH_MLM,0.00,0,0,7111.10,-2.55,0.26,-1.08
15-03-03 15:59:55,PPS_TITN,0.00,0,0,6760.46,-0.46,0.20,-0.11
15-03-03 15:59:55,MSCC_PRGS,0.00,0,0,7168.72,0.54,-0.25,0.17
15-03-03 15:59:55,PMCS_SPIL,0.00,0,0,0.00,0.00,0.00,0.00
15-03-03 15:59:55,AZPN_MXIM,0.00,0,0,6471.30,-0.63,1.35,0.45
15-03-03 15:59:55,IHF_USPH,0.00,0,0,6456.14,-0.74,1.87,0.58
15-03-03 15:59:55,NX_IR,0.00,0,0,0.00,0.00,0.00,0.00
15-03-03 15:59:55,CEB_GPX,0.00,0,0,6459.30,0.95,0.53,0.74
15-03-03 15:59:55,CNX_BHI,0.00,0,0,6839.27,0.95,-0.26,0.32
15-03-03 16:00:00,EZA_EWH,0.00,0,0,6423.90,-0.80,-0.14,-0.46
15-03-03 15:59:55,ACC_BIP,0.00,0,0,6518.48,-0.10,-0.97,-0.56
15-03-03 15:59:55,TAL_CGI,-4.36,1,2,0.00,0.00,0.00,-4.36
15-03-03 15:59:55,IILG_FLY,0.00,0,0,0.00,0.00,0.00,0.00
15-03-03 15:59:55,BID_FOSL,0.00,0,0,5935.78,1.96,-1.30,0.53
15-03-04 15:59:55,CRH_MLM,0.00,0,0,7018.00,-0.07,0.10,0.02
15-03-04 15:59:55,PPS_TITN,0.00,0,0,6741.70,-1.14,4.82,2.00
15-03-04 15:59:55,MSCC_PRGS,0.00,0,0,7133.56,-0.24,-1.09,-0.63
15-03-04 15:59:55,PMCS_SPIL,0.00,0,0,0.00,0.00,0.00,0.00
15-03-04 15:59:55,AZPN_MXIM,0.00,0,0,6405.30,-0.08,-0.85,-0.50
15-03-04 16:00:00,IHF_USPH,0.00,0,0,6371.08,1.17,-2.09,-0.47
15-03-04 15:59:55,NX_IR,0.00,0,0,0.00,0.00,0.00,0.00
15-03-04 15:59:55,CEB_GPX,0.00,0,0,6475.50,-1.16,1.50,0.17
15-03-04 15:59:55,CNX_BHI,0.00,0,0,6876.17,-4.69,0.29,-2.10
15-03-04 16:00:00,EZA_EWH,0.00,0,0,6403.83,-0.22,0.59,0.19
15-03-04 15:59:55,ACC_BIP,0.00,0,0,6548.18,-1.18,2.92,1.00
15-03-04 15:59:55,TAL_CGI,0.00,0,0,0.00,0.00,0.00,0.00
15-03-04 15:59:55,IILG_FLY,0.00,0,2,6564.11,-0.08,-0.13,-0.10
15-03-04 15:59:55,BID_FOSL,0.00,0,0,5836.73,1.77,-0.44,0.79
15-03-05 15:59:55,CRH_MLM,0.00,0,0,7012.38,0.40,0.25,0.32
15-03-05 15:59:55,PPS_TITN,0.00,0,0,6535.76,0.50,-0.35,0.06
15-03-05 15:59:55,MSCC_PRGS,0.00,0,0,7109.20,-0.30,0.41,0.02
15-03-05 15:59:55,PMCS_SPIL,0.00,0,0,0.00,0.00,0.00,0.00
15-03-05 15:59:55,AZPN_MXIM,0.00,0,0,6432.69,0.74,-0.62,-0.00
15-03-05 16:00:00,IHF_USPH,0.00,0,0,6468.90,-0.09,-6.06,-3.10
15-03-05 15:59:55,NX_IR,0.00,0,0,0.00,0.00,0.00,0.00
15-03-05 15:59:55,CEB_GPX,0.00,0,0,6380.40,-0.21,-0.62,-0.42
15-03-05 15:59:55,CNX_BHI,0.00,0,0,6710.38,0.26,0.58,0.43
15-03-05 16:00:00,EZA_EWH,0.83,1,2,0.00,0.00,0.00,0.83
15-03-05 15:59:55,ACC_BIP,0.00,0,0,6412.36,0.37,-0.74,-0.22
15-03-05 15:59:55,TAL_CGI,0.00,0,0,0.00,0.00,0.00,0.00
15-03-05 15:59:50,IILG_FLY,0.00,0,0,6569.45,-1.35,-0.26,-0.79
15-03-05 15:59:55,BID_FOSL,0.00,0,0,5767.75,0.07,0.67,0.34
15-03-06 15:59:55,CRH_MLM,0.00,0,0,7013.56,-2.03,1.21,-0.32
15-03-06 15:59:55,PPS_TITN,0.00,0,0,6566.28,-2.51,-4.34,-3.46
15-03-06 15:59:50,MSCC_PRGS,0.00,0,0,7135.16,0.33,-2.13,-0.80
15-03-06 15:59:55,PMCS_SPIL,0.00,0,0,0.00,0.00,0.00,0.00
15-03-06 15:59:55,AZPN_MXIM,0.00,0,0,6476.03,-3.13,-0.20,-1.53
15-03-06 16:00:00,IHF_USPH,0.00,0,0,6649.57,-1.36,-0.02,-0.67
15-03-06 15:59:55,NX_IR,0.00,0,0,0.00,0.00,0.00,0.00
15-03-06 15:59:55,CEB_GPX,0.00,0,0,6390.30,-0.72,1.07,0.18
15-03-06 15:59:55,CNX_BHI,0.00,0,0,6698.18,-3.00,1.90,-0.41
15-03-06 16:00:00,EZA_EWH,0.00,0,2,6397.50,-1.12,0.09,-0.51
15-03-06 15:59:55,ACC_BIP,0.00,0,0,6450.08,-2.31,4.17,1.11
15-03-06 15:59:55,TAL_CGI,0.00,0,0,0.00,0.00,0.00,0.00
15-03-06 15:59:55,IILG_FLY,0.00,0,0,6536.05,-0.27,1.43,0.60
15-03-06 15:59:55,BID_FOSL,0.00,0,0,5783.31,1.63,-5.31,-1.45
15-03-09 16:00:00,CRH_MLM,0.00,0,0,6900.34,-2.92,0.58,-1.06
15-03-09 15:59:55,PPS_TITN,0.00,0,0,6634.32,0.13,5.97,3.25
15-03-09 15:59:55,MSCC_PRGS,0.00,0,0,7050.48,-0.27,0.49,0.07
15-03-09 15:59:55,PMCS_SPIL,0.00,0,0,0.00,0.00,0.00,0.00
15-03-09 15:59:55,AZPN_MXIM,0.00,0,0,6390.34,-1.16,-0.20,-0.63
15-03-09 16:00:00,IHF_USPH,0.00,0,0,6598.47,0.49,0.27,0.37
15-03-09 15:59:55,NX_IR,0.00,0,0,0.00,0.00,0.00,0.00
15-03-09 15:59:55,CEB_GPX,0.00,0,0,6332.80,0.01,-1.51,-0.75
15-03-09 15:59:55,CNX_BHI,0.00,0,0,6536.28,-3.05,0.49,-1.17
15-03-09 16:00:00,EZA_EWH,0.00,0,0,6355.62,-0.24,0.09,-0.07
15-03-09 16:00:00,ACC_BIP,-3.07,1,2,0.00,0.00,0.00,-3.07
15-03-09 15:59:55,TAL_CGI,0.00,0,0,0.00,0.00,0.00,0.00
15-03-09 15:59:55,IILG_FLY,1.86,1,2,0.00,0.00,0.00,1.86
15-03-09 15:59:55,BID_FOSL,0.00,0,0,5594.75,0.15,-0.57,-0.16
15-03-10 15:59:55,CRH_MLM,0.00,0,0,6783.02,-1.75,1.57,0.03
15-03-10 15:59:55,PPS_TITN,3.92,1,2,0.00,0.00,0.00,3.92
15-03-10 15:59:55,MSCC_PRGS,0.00,0,0,7080.04,0.87,-1.68,-0.29
15-03-10 15:59:55,PMCS_SPIL,0.00,0,0,0.00,0.00,0.00,0.00
15-03-10 16:00:00,AZPN_MXIM,0.00,0,0,6365.70,-1.28,1.06,0.02
15-03-10 15:59:55,IHF_USPH,0.00,0,0,6593.52,-0.88,-0.40,-0.63
15-03-10 15:59:55,NX_IR,0.00,0,0,0.00,0.00,0.00,0.00
15-03-10 15:59:55,CEB_GPX,0.00,0,0,6379.30,-1.66,1.88,0.12
15-03-10 15:59:55,CNX_BHI,0.00,0,0,6423.97,-1.89,0.82,-0.43
15-03-10 16:00:00,EZA_EWH,0.00,0,0,6343.92,-3.63,1.78,-0.89
15-03-10 15:59:55,ACC_BIP,0.00,0,2,6361.06,-0.32,-0.01,-0.17
15-03-10 15:59:55,TAL_CGI,0.00,0,0,0.00,0.00,0.00,0.00
15-03-10 15:59:55,IILG_FLY,0.00,0,0,0.00,0.00,0.00,0.00
15-03-10 15:59:55,BID_FOSL,0.00,0,0,5576.63,0.85,0.29,0.61
15-03-11 15:59:55,CRH_MLM,0.00,0,0,6670.52,1.40,-0.93,0.15
15-03-11 15:59:55,PPS_TITN,0.00,0,0,0.00,0.00,0.00,0.00
15-03-11 15:59:55,MSCC_PRGS,0.00,0,0,6990.00,-0.00,1.44,0.65
15-03-11 15:59:55,PMCS_SPIL,0.00,0,0,0.00,0.00,0.00,0.00
15-03-11 15:59:55,AZPN_MXIM,0.00,0,0,6277.04,0.63,0.43,0.52
15-03-11 15:59:55,IHF_USPH,0.00,0,0,6570.40,0.68,-0.42,0.10
15-03-11 15:59:55,NX_IR,0.00,0,0,0.00,0.00,0.00,0.00
15-03-11 16:00:00,CEB_GPX,0.00,0,0,6270.10,-0.22,-0.80,-0.51
15-03-11 15:59:55,CNX_BHI,0.00,0,0,6335.99,2.46,-0.18,1.03
15-03-11 16:00:00,EZA_EWH,0.00,0,0,6174.66,1.72,-0.24,0.72
15-03-11 15:59:55,ACC_BIP,0.00,0,0,6371.65,-0.47,0.00,-0.24
15-03-11 15:59:55,TAL_CGI,0.00,0,2,6446.82,0.34,-2.22,-0.95
15-03-11 15:59:55,IILG_FLY,0.00,0,0,0.00,0.00,0.00,0.00
15-03-11 15:59:55,BID_FOSL,0.00,0,0,5556.28,-0.27,-0.83,-0.51
15-03-12 15:59:55,CRH_MLM,0.00,0,0,6746.74,3.52,-3.29,-0.12
15-03-12 15:59:55,PPS_TITN,0.00,0,0,0.00,0.00,0.00,0.00
15-03-12 15:59:55,MSCC_PRGS,0.00,0,0,7032.00,-0.21,-0.04,-0.13
15-03-12 15:59:55,PMCS_SPIL,0.00,0,0,0.00,0.00,0.00,0.00
15-03-12 15:59:55,AZPN_MXIM,0.00,0,0,6278.36,0.52,-0.29,0.08
15-03-12 16:00:00,IHF_USPH,0.00,0,0,6609.13,1.51,-4.01,-1.37
15-03-12 15:59:55,NX_IR,0.00,0,0,0.00,0.00,0.00,0.00
15-03-12 15:59:55,CEB_GPX,0.00,0,0,6287.40,-0.13,-3.20,-1.68
15-03-12 15:59:55,CNX_BHI,0.00,0,0,6414.49,-3.80,0.76,-1.36
15-03-12 16:00:00,EZA_EWH,0.00,0,0,6230.16,-0.17,-0.19,-0.18
15-03-12 16:00:00,ACC_BIP,0.00,0,0,6386.66,-0.93,1.01,0.03
15-03-12 15:59:55,TAL_CGI,0.00,0,0,6527.95,0.96,-1.76,-0.42
15-03-12 15:59:55,IILG_FLY,0.00,0,0,0.00,0.00,0.00,0.00
15-03-12 15:59:55,BID_FOSL,0.00,0,0,5544.95,-0.54,0.24,-0.20
15-03-13 15:59:55,CRH_MLM,0.00,0,0,6976.74,-0.55,1.12,0.34
15-03-13 15:59:55,PPS_TITN,0.00,0,0,0.00,0.00,0.00,0.00
15-03-13 15:59:55,MSCC_PRGS,0.00,0,0,7041.28,-0.30,-0.07,-0.20
15-03-13 15:59:55,PMCS_SPIL,0.00,0,0,0.00,0.00,0.00,0.00
15-03-13 15:59:55,AZPN_MXIM,0.00,0,0,6302.89,0.49,-0.26,0.08
15-03-13 16:00:00,IHF_USPH,0.00,0,0,6800.27,0.34,-2.73,-1.28
15-03-13 15:59:55,NX_IR,0.00,0,0,0.00,0.00,0.00,0.00
15-03-13 15:59:55,CEB_GPX,0.00,0,0,6382.40,-1.46,2.03,0.34
15-03-13 15:59:55,CNX_BHI,0.00,0,0,6276.05,-3.77,1.46,-0.93
15-03-13 16:00:00,EZA_EWH,0.00,0,0,6231.42,-1.58,0.71,-0.42
15-03-13 16:00:00,ACC_BIP,0.00,0,0,6450.08,0.41,-1.12,-0.34
15-03-13 15:59:55,TAL_CGI,0.00,0,0,6619.83,-0.12,-1.50,-0.83
15-03-13 15:59:55,IILG_FLY,0.00,0,0,0.00,0.00,0.00,0.00
15-03-13 15:59:55,BID_FOSL,0.00,0,0,5568.36,1.10,-0.30,0.49
15-03-16 15:59:55,CRH_MLM,0.00,0,0,6916.26,-4.12,-0.38,-2.13
15-03-16 15:59:55,PPS_TITN,0.00,0,0,0.00,0.00,0.00,0.00
15-03-16 15:59:55,MSCC_PRGS,0.00,0,0,7055.20,-2.08,0.15,-1.07
15-03-16 15:59:55,PMCS_SPIL,0.00,0,0,0.00,0.00,0.00,0.00
15-03-16 15:59:55,AZPN_MXIM,0.00,0,0,6327.20,-0.19,-2.58,-1.51
15-03-16 15:59:55,IHF_USPH,0.00,0,0,6905.80,1.97,1.15,1.54
15-03-16 15:59:55,NX_IR,0.00,0,2,6367.33,-0.18,-0.47,-0.33
15-03-16 15:59:55,CEB_GPX,0.00,0,0,6268.20,1.83,-0.62,0.58
15-03-16 16:00:00,CNX_BHI,0.00,0,0,6117.83,1.73,-1.78,-0.20
15-03-16 16:00:00,EZA_EWH,0.00,0,0,6157.98,1.55,-0.76,0.37
15-03-16 15:59:55,ACC_BIP,0.00,0,0,6401.13,-1.48,0.12,-0.70
15-03-16 15:59:55,TAL_CGI,0.00,0,0,6663.88,-0.05,-1.40,-0.75
15-03-16 15:59:50,IILG_FLY,0.00,0,0,0.00,0.00,0.00,0.00
15-03-16 15:59:55,BID_FOSL,0.00,0,0,5526.21,-1.13,0.32,-0.50
15-03-17 15:59:55,CRH_MLM,0.00,0,0,6800.02,-2.36,-0.02,-1.09
15-03-17 15:59:55,PPS_TITN,0.00,0,0,0.00,0.00,0.00,0.00
15-03-17 15:59:55,MSCC_PRGS,0.00,0,0,7141.24,0.12,-0.52,-0.17
15-03-17 15:59:55,PMCS_SPIL,0.00,0,0,0.00,0.00,0.00,0.00
15-03-17 15:59:55,AZPN_MXIM,0.00,0,0,6411.90,-0.03,-0.19,-0.12
15-03-17 16:00:00,IHF_USPH,0.00,0,0,6927.50,-0.07,-0.75,-0.43
15-03-17 15:59:55,NX_IR,0.00,0,0,6377.16,0.85,1.17,1.01
15-03-17 15:59:55,CEB_GPX,0.00,0,0,6344.90,0.41,-0.67,-0.14
15-03-17 15:59:55,CNX_BHI,0.00,0,0,6226.66,-0.04,1.17,0.62
15-03-17 16:00:00,EZA_EWH,0.00,0,0,6226.62,1.21,0.57,0.88
15-03-17 15:59:55,ACC_BIP,0.00,0,0,6456.82,0.07,1.01,0.53
15-03-17 15:59:55,TAL_CGI,0.00,0,0,6711.98,1.45,0.64,1.03
15-03-17 15:59:55,IILG_FLY,0.00,0,0,0.00,0.00,0.00,0.00
15-03-17 15:59:55,BID_FOSL,0.00,0,0,5568.36,-1.63,1.23,-0.39
15-03-18 15:59:55,CRH_MLM,0.00,0,0,6726.30,5.75,-0.06,2.56
15-03-18 15:59:55,PPS_TITN,0.00,0,0,0.00,0.00,0.00,0.00
15-03-18 15:59:55,MSCC_PRGS,0.00,0,0,7122.16,-2.45,0.90,-0.95
15-03-18 15:59:55,PMCS_SPIL,0.00,0,0,0.00,0.00,0.00,0.00
15-03-18 15:59:55,AZPN_MXIM,0.00,0,0,6418.06,1.85,0.50,1.09
15-03-18 16:00:00,IHF_USPH,0.00,0,0,6946.05,1.60,1.01,1.29
15-03-18 15:59:55,NX_IR,0.00,0,0,6367.01,2.15,-1.12,0.51
15-03-18 15:59:55,CEB_GPX,0.00,0,0,6384.00,0.60,-0.03,0.28
15-03-18 16:00:00,CNX_BHI,0.00,0,0,6185.25,1.85,-2.55,-0.55
15-03-18 16:00:00,EZA_EWH,0.58,1,2,0.00,0.00,0.00,0.58
15-03-18 15:59:55,ACC_BIP,0.00,0,0,6487.06,-2.32,2.04,-0.18
15-03-18 15:59:55,TAL_CGI,0.00,0,0,6735.24,1.75,-2.18,-0.27
15-03-18 15:59:55,IILG_FLY,0.00,0,0,0.00,0.00,0.00,0.00
15-03-18 15:59:55,BID_FOSL,0.00,0,0,5649.65,-1.30,1.22,-0.21
15-03-19 15:59:55,CRH_MLM,0.00,0,0,6905.14,-2.55,2.68,0.26
15-03-19 15:59:55,PPS_TITN,0.00,0,0,0.00,0.00,0.00,0.00
15-03-19 15:59:55,MSCC_PRGS,0.00,0,0,7243.68,-5.82,0.52,-3.00
15-03-19 15:59:55,PMCS_SPIL,0.00,0,0,0.00,0.00,0.00,0.00
15-03-19 15:59:55,AZPN_MXIM,0.00,0,0,6452.60,2.51,0.72,1.52
15-03-19 15:59:55,IHF_USPH,0.00,0,0,6963.85,0.74,-1.04,-0.19
15-03-19 15:59:55,NX_IR,0.00,0,0,6472.87,0.56,0.99,0.78
15-03-19 15:59:55,CEB_GPX,0.00,0,0,6405.50,-0.41,-0.03,-0.21
15-03-19 15:59:55,CNX_BHI,0.00,0,0,6324.36,1.45,-0.28,0.50
15-03-19 16:00:00,EZA_EWH,0.00,0,0,0.00,0.00,0.00,0.00
15-03-19 15:59:55,ACC_BIP,0.00,0,0,6631.87,1.15,0.00,0.58
15-03-19 15:59:55,TAL_CGI,0.00,0,0,6869.45,0.34,-0.11,0.11
15-03-19 15:59:55,IILG_FLY,0.00,0,0,0.00,0.00,0.00,0.00
15-03-19 15:59:55,BID_FOSL,0.00,0,0,5721.23,1.23,0.17,0.77
15-03-20 16:00:00,CRH_MLM,-2.75,1,4,6137.71,0.15,-1.74,-3.51
15-03-20 15:59:55,PPS_TITN,0.00,0,0,0.00,0.00,0.00,0.00
15-03-20 15:59:55,MSCC_PRGS,0.00,0,0,7496.08,0.93,1.52,1.18
15-03-20 16:00:00,PMCS_SPIL,0.00,0,0,0.00,0.00,0.00,0.00
15-03-20 15:59:55,AZPN_MXIM,0.00,0,0,6499.79,2.21,-1.15,0.38
15-03-20 16:00:00,IHF_USPH,0.00,0,0,7028.63,0.31,-0.39,-0.06
15-03-20 16:00:00,NX_IR,0.00,0,0,6461.42,3.52,-0.50,1.54
15-03-20 15:59:55,CEB_GPX,0.00,0,0,6390.00,1.17,-2.57,-0.73
15-03-20 16:00:00,CNX_BHI,0.00,0,0,6374.61,1.04,-2.53,-0.90
15-03-20 16:00:00,EZA_EWH,0.00,0,0,0.00,0.00,0.00,0.00
15-03-20 16:00:00,ACC_BIP,0.00,0,0,6591.58,-3.55,2.09,-0.76
15-03-20 15:59:55,TAL_CGI,0.00,0,0,6886.80,1.91,-0.29,0.78
15-03-20 15:59:55,IILG_FLY,0.00,0,0,0.00,0.00,0.00,0.00
15-03-20 15:59:55,BID_FOSL,0.00,0,0,5684.49,-1.46,0.79,-0.48
15-03-23 15:59:55,CRH_MLM,0.00,0,0,6080.20,-0.33,0.83,0.23
15-03-23 15:59:55,PPS_TITN,0.00,0,0,0.00,0.00,0.00,0.00
15-03-23 15:59:55,MSCC_PRGS,0.00,0,0,7504.64,-1.21,0.47,-0.47
15-03-23 15:59:55,PMCS_SPIL,0.00,0,0,0.00,0.00,0.00,0.00
15-03-23 15:59:55,AZPN_MXIM,0.00,0,0,6605.83,0.51,0.44,0.47
15-03-23 16:00:00,IHF_USPH,0.00,0,0,7045.49,0.59,-1.05,-0.27
15-03-23 15:59:55,NX_IR,0.00,0,0,6597.64,0.15,0.95,0.54
15-03-23 15:59:55,CEB_GPX,0.00,0,0,6512.10,-1.27,-0.13,-0.69
15-03-23 15:59:55,CNX_BHI,0.00,0,0,6492.55,1.53,0.67,1.06
15-03-23 16:00:00,EZA_EWH,0.00,0,0,0.00,0.00,0.00,0.00
15-03-23 15:59:55,ACC_BIP,0.00,0,0,6773.72,0.62,1.16,0.88
15-03-23 15:59:55,TAL_CGI,0.00,0,0,6957.78,0.28,-3.71,-1.75
15-03-23 15:59:55,IILG_FLY,0.00,0,0,0.00,0.00,0.00,0.00
15-03-23 15:59:55,BID_FOSL,0.00,0,0,5751.56,-1.94,1.06,-0.64
15-03-24 15:59:55,CRH_MLM,0.00,0,0,6114.07,1.70,0.76,1.25
