DateTime,Pair,EntryPrice0,ExitPrice0,Qty0,EntryPrice1,ExitPrice1,Qty1,SumProfit,ROI
15-02-27 09:30:15,EZA_EWH,70.65,68.54,-45,21.90,21.70,143,63.88,1.01
15-03-03 10:28:15,TAL_CGI,42.50,41.90,77,23.67,25.36,-142,-289.00,-4.36
15-03-05 10:13:25,EZA_EWH,67.68,68.00,47,21.78,21.50,-148,53.02,0.83
15-03-09 10:57:35,ACC_BIP,44.51,40.47,74,44.21,42.93,-76,-204.24,-3.07
15-03-09 11:21:30,IILG_FLY,25.95,26.34,124,15.28,14.92,-219,121.78,1.86
15-03-10 09:40:45,PPS_TITN,57.75,55.07,56,14.18,12.45,-238,258.85,3.92
15-03-18 14:22:55,EZA_EWH,66.26,66.55,48,21.45,21.27,-150,37.38,0.58
15-03-20 09:35:55,CRH_MLM,27.04,27.64,120,130.38,140.04,-26,-182.42,-2.75
15-03-24 12:14:15,ACC_BIP,40.63,42.90,-79,42.59,45.51,74,33.89,0.53
15-03-26 09:42:45,CRH_MLM,27.62,26.68,-115,141.03,140.23,21,88.39,1.44
15-03-26 10:36:55,IHF_USPH,127.22,130.97,25,42.66,46.23,-76,-180.45,-2.81
15-03-26 15:52:20,CEB_GPX,79.29,78.00,40,37.41,35.91,-90,80.54,1.23
15-03-31 09:42:45,ACC_BIP,41.91,42.60,76,45.88,45.42,-70,82.05,1.28
15-04-02 10:28:15,CEB_GPX,79.62,81.83,40,37.22,37.32,-86,77.48,1.21
15-04-06 09:40:40,TAL_CGI,39.54,40.91,81,24.95,26.56,-130,-101.03,-1.57
15-04-08 09:31:05,ACC_BIP,43.49,43.06,74,46.54,45.00,-69,72.08,1.12
15-04-08 09:31:55,EZA_EWH,70.28,70.86,-45,22.23,23.21,139,107.64,1.72
15-04-13 10:35:00,AZPN_MXIM,35.98,40.27,77,29.41,35.37,-99,-261.56,-4.60
15-04-13 11:07:25,CRH_MLM,26.93,26.35,-119,136.57,138.94,23,121.24,1.91
15-04-16 14:20:10,TAL_CGI,41.69,42.21,-77,26.22,27.60,119,121.05,1.91
15-04-17 12:31:00,IHF_USPH,133.59,132.81,24,48.52,47.41,-66,52.15,0.81
15-04-22 10:41:05,IHF_USPH,134.03,133.16,24,48.97,47.93,-66,45.37,0.70
