DateTime,Equity
13-10-01 15:30:12,41426.69
13-10-01 22:00:16,41406.58
13-10-02 15:30:10,41483.11
13-10-02 22:00:16,41444.83
13-10-03 15:30:10,41449.32
13-10-03 22:00:16,41470.76
13-10-04 15:30:11,41428.83
13-10-04 22:00:16,41383.06
13-10-07 15:30:09,41382.46
13-10-07 22:00:15,41407.59
13-10-08 15:30:10,41420.45
13-10-08 22:00:15,41459.95
13-10-09 15:30:10,41411.41
13-10-09 22:00:16,41430.92
13-10-10 15:30:11,41413.06
13-10-10 22:00:16,41401.0
13-10-11 15:30:10,41448.21
13-10-11 22:00:16,41443.07
13-10-14 15:30:11,41484.48
13-10-14 22:00:16,41459.4
13-10-15 15:30:10,41395.3
13-10-15 22:00:16,41425.86
13-10-16 15:30:11,41448.15
13-10-16 22:00:16,41491.6
13-10-17 15:30:10,41572.49
13-10-17 22:00:16,41557.89
13-10-18 15:30:10,41507.5
13-10-18 22:00:16,41508.12
13-10-21 15:30:10,41528.21
13-10-21 22:00:15,41439.55
13-10-22 15:30:09,41403.94
13-10-22 22:00:15,41371.52
13-10-23 15:30:10,41355.77
13-10-23 22:00:16,41438.95
13-10-24 15:30:10,41426.46
13-10-24 22:00:16,41412.46
13-10-25 15:30:11,41403.28
13-10-25 22:00:16,41416.06
13-10-28 14:30:11,41438.7
13-10-28 21:00:17,41498.66
13-10-29 14:30:12,41697.45
13-10-29 21:00:18,41622.37
13-10-30 14:30:10,41623.64
13-10-30 21:00:16,41650.86
13-10-31 14:30:11,41686.08
13-10-31 21:00:15,41660.1
13-11-01 14:30:10,41643.17
13-11-01 21:00:16,41695.48
13-11-04 15:30:13,41704.17
13-11-04 22:00:19,41749.58
13-11-05 15:30:11,41778.78
13-11-05 22:00:16,41712.73
13-11-06 15:30:11,41693.4
13-11-06 22:00:16,41618.54
13-11-07 15:30:09,41627.32
13-11-07 22:00:16,41613.02
13-11-08 15:30:10,41601.27
13-11-08 22:00:16,41501.52
13-11-11 15:30:15,41471.46
13-11-11 22:00:19,41581.82
13-11-12 15:30:10,41566.88
13-11-12 22:00:16,41545.42
13-11-13 15:30:11,41562.9
13-11-13 22:00:16,41692.77
13-11-14 15:30:11,41708.85
13-11-14 22:00:16,41658.27
13-11-15 15:30:10,41671.03
13-11-15 22:00:16,41645.04
13-11-18 15:30:14,41628.82
13-11-18 22:00:19,41575.7
13-11-19 15:30:11,41558.1
13-11-19 22:00:15,41633.21
13-11-20 15:30:11,41645.27
13-11-20 22:00:16,41651.0
13-11-21 15:30:11,41681.87
13-11-21 22:00:16,41766.37
13-11-22 15:30:10,41756.03
13-11-22 22:00:16,41717.24
13-11-25 15:30:14,41681.76
13-11-25 22:00:18,41693.77
13-11-26 15:30:14,41650.03
13-11-26 22:00:16,41729.19
13-11-27 15:30:10,41724.96
13-11-27 22:00:16,41672.05
13-11-29 15:30:10,41674.64
13-11-29 22:00:16,41677.28
13-12-02 15:30:11,41631.61
13-12-02 22:00:16,41569.79
13-12-03 15:30:11,41573.86
13-12-03 22:00:16,41617.49
13-12-04 15:30:10,41615.39
13-12-04 22:00:16,41595.03
13-12-05 15:30:10,41622.75
13-12-05 22:00:16,41612.23
13-12-06 15:30:10,41637.9
13-12-06 22:00:16,41557.7
13-12-09 15:30:11,41535.95
13-12-09 22:00:17,41524.6
13-12-10 15:30:12,41518.7
13-12-10 22:00:16,41431.72
13-12-11 15:30:11,41490.93
13-12-11 22:00:16,41636.06
13-12-12 15:30:10,41665.89
13-12-12 22:00:16,41578.02
13-12-13 15:30:11,41593.12
13-12-13 22:00:16,41697.17
13-12-16 15:30:11,41692.6
13-12-16 22:00:17,41800.23
13-12-17 15:30:11,41561.51
13-12-17 22:00:16,41787.7
13-12-18 15:30:11,41770.48
13-12-18 22:00:16,41650.45
13-12-19 15:30:11,41634.75
13-12-19 22:00:16,41799.08
13-12-20 15:30:11,41776.78
13-12-20 22:00:15,41639.5
13-12-23 15:30:11,41642.64
13-12-23 22:00:16,41732.82
13-12-24 15:30:10,41774.12
13-12-24 22:00:16,41810.94
13-12-26 15:30:11,41820.69
13-12-26 22:00:16,41805.26
13-12-27 15:30:10,41813.49
13-12-27 22:00:16,41837.61
13-12-30 15:30:11,41874.86
13-12-30 22:00:16,41921.28
13-12-31 15:30:11,41940.35
13-12-31 22:00:16,41921.25
14-01-02 15:30:10,41953.94
14-01-02 22:00:16,42042.46
14-01-03 15:30:09,42120.34
14-01-03 22:00:16,42139.29
14-01-06 15:30:15,42084.6
14-01-06 22:00:20,42124.21
14-01-07 15:30:11,42188.79
14-01-07 22:00:16,42225.47
14-01-08 15:30:12,42278.18
14-01-08 22:00:16,42358.89
14-01-09 15:30:11,42373.94
14-01-09 22:00:16,42545.69
14-01-10 15:30:11,42391.3
14-01-10 22:00:16,42407.05
14-01-13 15:30:10,42354.79
14-01-13 22:00:16,42400.75
14-01-14 15:30:10,42407.05
14-01-14 22:00:15,42468.83
14-01-15 15:30:11,42458.17
14-01-15 22:00:16,42423.72
14-01-16 15:30:10,42422.75
14-01-16 22:00:16,42421.89
14-01-17 15:30:10,42427.24
14-01-17 22:00:16,42402.41
14-01-21 15:30:14,42407.36
14-01-21 22:00:16,42352.6
14-01-22 15:30:10,42372.48
14-01-22 22:00:16,42354.24
14-01-23 15:30:10,42289.92
14-01-23 22:00:16,42226.01
14-01-24 15:30:09,42201.3
14-01-24 22:00:16,42277.26
14-01-27 15:30:12,42372.04
14-01-27 22:00:17,42426.35
14-01-28 15:30:12,42340.69
14-01-28 22:00:17,42441.36
14-01-29 15:30:13,42379.75
14-01-29 22:00:18,42339.71
14-01-30 15:30:10,42303.89
14-01-30 22:00:16,42215.61
14-01-31 15:30:10,42150.29
14-01-31 22:00:16,42005.2
14-02-03 15:30:15,42055.29
14-02-03 22:00:20,42040.66
14-02-04 15:30:14,42072.58
14-02-04 22:00:20,42294.97
14-02-05 15:30:16,42317.26
14-02-05 22:00:16,42278.07
14-02-06 15:30:10,42361.46
14-02-06 22:00:16,42207.35
14-02-07 15:30:10,42229.85
14-02-07 22:00:16,42041.85
14-02-10 15:30:11,42034.08
14-02-10 22:00:16,42174.93
14-02-11 15:30:10,42190.82
14-02-11 22:00:16,42173.15
14-02-12 15:30:10,42145.71
14-02-12 22:00:16,42049.46
14-02-13 15:30:10,41878.95
14-02-13 22:00:16,41976.68
14-02-14 15:30:10,42092.94
14-02-14 22:00:16,41974.31
14-02-18 15:30:10,41946.39
14-02-18 22:00:16,41910.64
14-02-19 15:30:11,41810.16
14-02-19 22:00:16,41882.37
14-02-20 15:30:10,41784.69
14-02-20 22:00:16,41767.22
14-02-21 15:30:10,41704.41
14-02-21 22:00:16,41778.54
14-02-24 15:30:13,41721.51
14-02-24 22:00:18,41735.28
14-02-25 15:30:11,41943.51
14-02-25 22:00:16,41929.55
14-02-26 15:30:10,41951.43
14-02-26 22:00:16,42095.71
14-02-27 15:30:10,42016.07
14-02-27 22:00:16,42134.38
14-02-28 15:30:11,42066.73
14-02-28 22:00:16,42219.54
14-03-03 15:30:13,42171.61
14-03-03 22:00:18,42050.65
14-03-04 15:30:10,42032.42
14-03-04 22:00:15,42217.85
14-03-05 15:30:10,42157.71
14-03-05 22:00:16,42381.58
14-03-06 15:30:11,42362.54
14-03-06 22:00:16,42349.47
14-03-07 15:30:10,42561.01
14-03-07 22:00:16,42547.67
14-03-10 14:30:12,42500.93
14-03-10 21:00:16,42577.29
