DateTime,Pair,EntryPrice0,ExitPrice0,Qty0,EntryPrice1,ExitPrice1,Qty1,SumProfit,ROI
13-12-18 09:30:00,NX_IR,17.27,17.56,105,55.02,57.75,-32,-58.30,-1.59
13-12-18 15:22:55,VT_EFT,57.33,58.07,35,15.21,15.32,-131,10.52,0.30
13-12-18 15:30:25,MTW_TEX,21.50,22.51,93,39.10,40.00,-52,45.76,1.17
13-12-19 13:32:10,MYD_BNA,13.31,12.84,146,9.89,9.62,-198,-15.65,-0.35
13-12-20 11:00:45,EZA_EWH,64.54,62.31,32,20.45,20.17,-103,-43.87,-1.02
13-12-20 11:42:40,NX_IR,17.99,19.45,112,57.73,59.74,-33,95.81,2.48
13-12-20 12:42:35,MVF_BHK,9.21,9.00,211,12.84,12.75,-153,-33.84,-0.80
13-12-20 15:43:05,AMG_CFNL,199.39,210.91,-9,16.79,17.87,104,7.34,0.24
13-12-24 11:10:50,PPS_TITN,45.58,45.41,-39,16.82,17.08,97,30.66,0.94
13-12-26 09:50:50,AMG_CFNL,213.70,214.78,-9,19.31,18.26,104,-120.22,-3.02
13-12-26 10:00:20,CXO_TCP,104.18,105.86,-19,44.53,47.24,43,83.09,2.17
13-12-30 09:30:45,HOT_AAWW,73.94,79.33,-28,48.80,40.63,41,-487.29,-11.94
13-12-30 09:40:05,ISBC_SCBT,23.61,25.57,88,61.40,67.67,-34,-42.14,-0.98
13-12-30 10:05:25,ACM_CRAI,28.32,29.54,71,20.42,21.09,-96,20.64,0.55
13-12-30 10:15:30,ACM_CRAI,29.52,29.53,-68,21.10,20.00,96,-107.29,-2.63
13-12-30 14:02:15,DHR_WAT,68.43,76.79,-28,103.54,100.76,18,-285.25,-7.51
13-12-31 10:00:15,ADSK_RSTI,42.79,49.94,-48,24.24,27.05,80,-119.98,-2.97
13-12-31 13:30:10,MTW_TEX,22.61,23.37,-89,40.01,41.81,49,19.10,0.51
14-01-03 09:30:25,HOT_AAWW,79.14,79.01,25,41.37,40.92,-49,17.44,0.47
14-01-03 10:00:15,ALKS_MNTA,39.87,40.21,-50,17.48,18.47,112,92.43,2.37
14-01-03 10:41:15,ACM_CRAI,29.56,29.69,68,18.78,20.49,-96,-157.01,-4.08
14-01-06 10:20:25,ADSK_RSTI,49.42,48.71,-40,26.04,26.35,74,49.95,1.31
14-01-06 10:30:30,ALKS_MNTA,40.08,40.66,50,18.76,18.55,-113,51.52,1.28
14-01-06 11:01:30,VT_EFT,58.44,58.50,-34,15.39,15.25,128,-20.99,-0.50
14-01-06 12:51:45,MVF_BHK,9.03,9.12,224,12.94,13.02,-156,5.85,0.22
14-01-06 14:56:45,NX_IR,20.29,19.67,-99,61.55,61.34,32,53.27,1.37
14-01-07 09:33:00,ACM_CRAI,29.38,29.32,68,18.87,21.99,-99,-314.62,-8.10
14-01-07 10:11:00,DHR_WAT,76.41,76.34,-26,98.32,99.46,19,22.14,0.61
14-01-07 14:12:20,TAL_CGI,54.56,53.34,-36,19.66,19.60,96,36.87,0.99
14-01-08 15:02:45,MYD_BNA,13.09,13.23,-153,9.81,10.03,203,20.73,0.57
14-01-09 09:31:00,ACC_BIP,32.24,33.18,62,38.50,38.55,-53,54.59,1.38
14-01-09 09:31:45,AMG_CFNL,213.97,218.39,-9,18.31,18.07,106,-66.86,-1.70
14-01-09 09:50:10,ALKS_MNTA,42.62,43.17,-47,18.81,19.68,102,61.52,1.60
14-01-09 14:52:45,DHR_WAT,76.53,77.42,26,100.79,100.70,-19,23.51,0.64
14-01-10 09:33:55,CRH_MLM,25.91,26.76,-77,100.31,104.77,19,17.68,0.49
14-01-13 09:30:35,EZA_EWH,61.12,61.71,32,20.35,20.27,-98,25.33,0.67
14-01-13 10:02:05,MVF_BHK,9.22,9.25,-218,13.02,13.22,155,22.50,0.63
14-01-13 10:20:35,IILG_FLY,26.44,29.81,-70,15.35,16.37,118,-116.99,-3.16
14-01-13 10:50:40,NX_IR,20.27,20.04,-97,62.21,63.37,31,56.84,1.49
14-01-13 11:22:15,TEVA_MR,39.50,42.02,-51,38.67,40.55,50,-35.84,-0.87
14-01-13 15:02:45,ACM_CRAI,30.41,29.83,-65,20.35,19.79,98,-18.23,-0.43
14-01-13 15:12:50,IBM_GLD,178.90,184.05,-11,115.91,120.91,16,21.97,0.61
14-01-14 09:31:20,DHR_WAT,77.27,77.56,25,100.91,100.96,-19,4.92,0.16
14-01-14 12:44:10,MVF_BHK,9.21,9.17,217,13.23,13.09,-155,9.63,0.31
14-01-15 09:33:45,VT_EFT,58.74,59.00,34,15.46,15.46,-130,7.52,0.22
14-01-17 09:31:50,HOT_AAWW,77.88,78.63,25,40.69,36.00,-48,242.50,6.25
14-01-17 11:00:45,CEB_GPX,76.17,79.02,-26,28.32,30.71,69,89.21,2.30
14-01-22 09:40:05,EZA_EWH,61.50,61.67,32,20.62,20.36,-96,28.99,0.77
14-01-22 10:10:20,ACM_CRAI,30.02,30.77,66,20.35,21.25,-95,-37.06,-0.91
14-01-22 11:20:55,NX_IR,19.74,19.67,101,63.25,61.97,-32,32.50,0.84
14-01-22 12:01:20,PNR_DOX,71.29,77.09,-28,40.62,42.49,48,-73.89,-1.84
14-01-22 15:53:10,AMG_CFNL,209.15,212.48,9,18.00,17.86,-106,43.53,1.18
14-01-23 09:30:15,MYD_BNA,13.37,13.45,-149,10.10,10.17,197,1.36,0.08
14-01-23 09:33:15,SSL_APD,48.65,50.67,37,109.19,111.70,-16,33.32,0.98
14-01-27 09:31:05,AMG_CFNL,209.52,202.52,-9,17.40,17.16,103,36.97,1.04
14-01-27 09:31:05,AZPN_MXIM,37.67,42.02,-51,29.09,29.34,66,-206.34,-5.34
14-01-27 09:31:05,CNX_BHI,37.92,37.88,-47,53.39,56.48,32,99.33,2.88
14-01-27 09:34:15,CRH_MLM,27.03,26.42,74,108.54,104.78,-18,21.03,0.56
14-01-27 11:51:55,MYD_BNA,13.48,13.51,148,10.36,10.32,-196,11.28,0.33
14-01-27 12:21:25,LH_STE,102.16,90.31,18,46.25,47.19,-41,-252.86,-6.73
14-01-28 09:30:20,SLX_IIVI,48.13,45.11,42,17.02,15.53,-123,55.16,1.37
14-01-28 09:30:35,UNH_USPH,71.39,71.70,-28,32.72,32.92,60,2.31,0.09
14-01-28 12:01:15,CRH_MLM,26.73,27.12,74,107.94,106.89,-18,46.25,1.21
14-01-28 13:11:55,MYD_BNA,13.39,13.46,149,10.29,10.27,-194,13.77,0.39
14-01-28 14:52:45,SLX_IIVI,45.10,45.15,44,16.22,15.85,-120,45.15,1.18
14-01-29 09:36:50,SSL_APD,48.89,47.76,-40,106.56,106.15,18,36.77,0.98
14-01-30 09:30:50,MSCC_PRGS,23.71,23.94,-85,24.34,23.67,81,-75.50,-1.86
14-01-30 09:46:40,ACM_CRAI,29.04,28.94,-68,19.02,19.31,101,35.14,0.94
14-01-30 10:00:15,ACM_CRAI,28.94,28.86,68,19.31,19.56,-103,-32.87,-0.80
14-01-31 09:40:05,AZPN_MXIM,40.51,44.30,49,29.03,30.05,-69,113.67,2.88
14-01-31 09:50:15,NX_IR,19.29,18.56,-103,58.40,58.35,33,72.19,1.88
14-02-03 13:21:55,NX_IR,18.93,18.19,-104,58.49,57.36,33,38.31,1.02
14-02-04 10:01:05,CXO_TCP,103.67,98.54,19,47.36,45.64,-41,-28.10,-0.69
14-02-05 09:31:35,EZA_EWH,57.86,56.72,34,19.43,18.73,-101,30.64,0.81
14-02-05 09:40:05,MYD_BNA,13.53,13.52,-146,10.23,10.26,193,5.78,0.19
14-02-05 10:10:20,NX_IR,18.27,18.57,108,57.74,57.80,-34,29.02,0.77
14-02-06 09:40:40,ACM_CRAI,29.13,28.41,-68,19.10,17.93,103,-72.52,-1.80
14-02-06 11:10:50,NX_IR,18.01,18.62,110,57.83,58.25,-35,50.98,1.31
14-02-06 11:35:00,CEB_GPX,68.54,67.52,28,26.99,25.80,-73,56.83,1.49
14-02-07 09:30:35,SSL_APD,48.04,47.85,-41,105.28,107.86,18,53.21,1.41
14-02-10 09:40:05,NX_IR,18.45,20.00,107,59.18,59.74,-33,146.00,3.75
14-02-10 10:04:50,ACM_CRAI,28.45,28.17,-69,19.73,18.84,105,-75.82,-1.85
14-02-10 10:20:30,MYD_BNA,13.50,13.56,-145,10.19,10.25,192,2.27,0.11
14-02-11 09:30:40,VT_EFT,57.29,57.70,35,15.41,15.45,-130,8.17,0.24
14-02-12 09:30:55,MYD_BNA,13.62,13.59,-144,10.27,10.22,191,-5.79,-0.10
14-02-12 10:34:40,CEB_GPX,66.03,69.82,29,25.60,26.77,-75,20.45,0.57
14-02-13 09:30:40,AZPN_MXIM,44.93,45.63,-44,29.87,30.53,60,7.55,0.23
14-02-13 09:30:40,ACM_CRAI,28.48,29.89,-68,18.79,19.66,102,-8.13,-0.18
14-02-13 13:01:45,DBE_MORN,28.28,29.27,-69,75.40,80.66,25,61.55,1.64
14-02-14 09:31:10,EZA_EWH,58.98,59.92,33,19.69,19.74,-99,24.72,0.67
14-02-20 09:50:10,NDSN_ROSE,71.13,70.15,-27,43.62,45.18,44,93.73,2.47
14-02-20 10:10:20,EZA_EWH,60.94,59.59,-32,19.83,19.66,95,25.63,0.70
14-02-20 11:10:50,PNR_DOX,75.77,79.20,26,42.79,43.82,-47,39.41,1.02
14-02-20 11:16:25,SLX_IIVI,45.01,46.84,-44,15.44,17.01,124,112.71,2.93
14-02-20 12:11:20,NX_IR,20.09,19.21,-97,59.79,59.50,30,75.20,2.04
14-02-21 09:50:15,ABG_IX,49.12,48.87,-40,74.16,77.04,25,80.87,2.15
14-02-21 10:00:15,DEL_CVCO,61.45,65.27,31,57.38,74.00,-33,-431.45,-11.32
14-02-24 10:30:30,BRKR_ININ,23.32,22.21,-84,77.16,76.28,24,70.59,1.89
14-02-24 12:01:20,NX_IR,18.87,19.74,104,59.58,60.64,-34,53.11,1.37
14-02-25 09:34:30,CRH_MLM,26.26,29.98,76,106.18,117.40,-19,67.91,1.72
14-02-25 09:43:25,CEB_GPX,71.88,73.98,-27,26.92,27.95,70,13.85,0.40
14-02-25 12:11:25,AZPN_MXIM,47.75,46.96,-41,31.26,31.67,60,56.09,1.50
14-02-26 09:37:45,CRH_MLM,29.84,29.28,-65,116.58,118.37,15,62.27,1.72
14-02-27 10:10:20,MVF_BHK,9.24,9.49,-215,13.07,13.26,152,-27.10,-0.61
14-02-27 10:40:40,IILG_FLY,27.46,27.78,72,15.31,15.18,-131,38.15,0.99
14-02-27 11:31:05,DHR_WAT,77.46,77.08,25,101.50,112.04,-19,-211.14,-5.43
14-02-27 13:42:15,MYD_BNA,13.51,13.60,-146,10.19,10.31,194,9.61,0.29
14-02-28 12:01:25,ADSK_RSTI,49.50,53.55,-40,26.15,23.69,74,-345.43,-8.79
14-02-28 13:11:55,IILG_FLY,30.23,27.77,-63,15.07,15.13,116,160.55,4.43
14-03-03 09:31:05,DBE_MORN,29.65,30.02,65,83.24,83.61,-23,14.43,0.41
