BTDate,Version,Pairs,StartDate,EndDate,BarFreq,BarCount,DayCount,Sharpe,CAGR,CumRet,MaxDD,DDDur,LookbackWindow,EntryZScore,ExitZScore,ZScoreEvalFreq
2015-09-28 06:23,v1.1-43-g9b43c5e,AMG_CFNL,2009-01-01,2014-12-31,1M,493128,1505,0.58,17.75,165.29,25.12,292,120,1.00,0.00,600
2015-09-28 06:24,v1.1-43-g9b43c5e,PPS_TITN,2009-01-01,2014-12-31,1M,480951,1505,0.30,9.85,75.25,36.32,648,60,1.50,0.00,600
2015-09-28 06:25,v1.1-43-g9b43c5e,PMCS_SPIL,2009-01-01,2014-12-31,1M,540187,1505,-0.06,1.66,10.33,28.52,542,120,2.00,0.00,600
2015-09-28 06:25,v1.1-43-g9b43c5e,EZA_EWH,2009-01-01,2014-12-31,1M,531453,1505,-0.09,1.99,12.50,39.29,943,20,1.50,0.00,600
2015-09-28 06:26,v1.1-43-g9b43c5e,NX_IR,2009-01-01,2014-12-31,1M,580882,1505,0.55,19.56,190.68,43.86,436,120,2.00,0.00,600
2015-09-28 06:27,v1.1-43-g9b43c5e,LEN_UFPI,2009-01-01,2014-12-31,1M,583348,1505,-0.35,-100.00,-100.00,105.02,758,80,1.50,0.00,600
2015-09-28 06:28,v1.1-43-g9b43c5e,WTS_CVCO,2009-01-01,2014-12-31,1M,370901,1505,0.21,5.05,34.25,36.12,556,40,1.50,0.00,600
2015-09-28 06:30,v1.1-43-g9b43c5e,DHR_WAT,2009-01-01,2014-12-31,1M,582274,1505,0.13,6.02,41.81,15.23,866,120,1.50,0.00,600
2015-09-28 06:31,v1.1-43-g9b43c5e,MVF_BHK,2009-01-01,2014-12-31,1M,145391,1505,-0.25,-0.92,-5.39,19.47,1427,80,1.00,0.00,600
