BTDate,Version,Pairs,StartDate,EndDate,BarFreq,BarCount,DayCount,Sharpe,CAGR,CumRet,MaxDD,DDDur,LookbackWindow,EntryZScore,ExitZScore,ZScoreEvalFreq
2015-01-01 18:14,v1.1-19-g01d9262,AEE_AEP,2008-01-01,2013-12-31,1M,582923,1506,0.35,8.18,59.98,7.73,215,60,1.00,0.00,600
2015-01-01 18:18,v1.1-19-g01d9262,AEE_AES,2008-01-01,2013-12-31,1M,582192,1506,-0.01,4.16,27.59,28.58,1055,60,1.00,0.00,600
2015-01-01 18:18,v1.1-19-g01d9262,AEE_ALE,2008-01-01,2013-12-31,1M,572835,1506,-0.16,2.75,17.62,13.05,1033,60,1.00,0.00,600
2015-01-01 18:19,v1.1-19-g01d9262,AEE_APU,2008-01-01,2013-12-31,1M,572835,1506,0.02,3.76,24.67,36.46,1280,60,1.00,0.00,600
2015-01-01 18:19,v1.1-19-g01d9262,AEE_ATLS,2008-01-01,2013-12-31,1M,572835,1506,0.16,-27.68,-85.59,100.68,1438,60,1.00,0.00,600
2015-01-01 18:20,v1.1-19-g01d9262,AEE_ATO,2008-01-01,2013-12-31,1M,572835,1506,0.12,5.93,41.11,18.04,1231,60,1.00,0.00,600
2015-01-01 18:20,v1.1-19-g01d9262,AEE_AVA,2008-01-01,2013-12-31,1M,572835,1506,0.99,15.01,130.63,8.68,219,60,1.00,0.00,600
2015-01-01 18:38,v1.1-19-g01d9262,AEE_AWK,2008-01-01,2013-12-31,1M,572835,1506,0.55,11.41,90.73,10.98,189,60,1.00,0.00,600
2015-01-01 18:39,v1.1-19-g01d9262,AEE_AWR,2008-01-01,2013-12-31,1M,572835,1506,0.28,9.35,70.63,23.04,478,60,1.00,0.00,600
2015-01-01 18:57,v1.1-19-g01d9262,AEE_BIP,2008-01-01,2013-12-31,1M,572835,1506,0.32,9.85,75.27,24.98,392,60,1.00,0.00,600
2015-01-01 18:58,v1.1-19-g01d9262,AEE_BKH,2008-01-01,2013-12-31,1M,572835,1506,-0.42,-0.63,-3.73,26.54,1200,60,1.00,0.00,600
2015-01-01 18:58,v1.1-19-g01d9262,AEE_CLNE,2008-01-01,2013-12-31,1M,572835,1506,0.10,4.89,33.05,41.20,499,60,1.00,0.00,600
2015-01-01 18:58,v1.1-19-g01d9262,AEE_CMS,2008-01-01,2013-12-31,1M,575307,1506,-0.15,3.37,21.94,16.66,310,60,1.00,0.00,600
2015-01-01 18:59,v1.1-19-g01d9262,AEE_CNL,2008-01-01,2013-12-31,1M,572835,1506,0.11,5.84,40.40,13.83,517,60,1.00,0.00,600
2015-01-01 18:59,v1.1-19-g01d9262,AEE_CNP,2008-01-01,2013-12-31,1M,577986,1506,0.69,12.20,98.98,44.18,130,60,1.00,0.00,600
2015-01-01 19:00,v1.1-19-g01d9262,AEE_CPK,2008-01-01,2013-12-31,1M,572835,1506,0.25,8.32,61.21,17.76,363,60,1.00,0.00,600
