BTDate,Version,Pairs,StartDate,EndDate,BarFreq,BarCount,DayCount,Sharpe,CAGR,CumRet,MaxDD,DDDur,LookbackWindow,EntryZScore,ExitZScore,ZScoreEvalFreq
2014-12-06 14:28,v1.0-238-ge66b963,RGR_DY,2008-01-01,2013-12-31,1M,429828,1506,-0.46,-17.89,-69.21,75.42,1846,60,1.00,0.00,600
2014-12-06 14:28,v1.0-238-ge66b963,RGR_HEES,2008-01-01,2013-12-31,1M,406449,1506,-0.36,-100.00,-100.00,102.30,490,60,1.00,0.00,600
2014-12-06 14:29,v1.0-238-ge66b963,RGR_SNHY,2008-01-01,2013-12-31,1M,406449,1506,0.28,-100.00,-100.00,114.67,562,60,1.00,0.00,600
